ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
4731,SÃO JOÃO DOS PATOS,MARANHÃO,MA,2111102,-6.493400,-43.703623
4732,SÃO JOÃO EVANGELISTA,MINAS GERAIS,MG,3162807,-18.548023,-42.765289
4733,SÃO JOÃO NEPOMUCENO,MINAS GERAIS,MG,3162906,-21.535916,-43.015143
4734,SÃO JOAQUIM,SANTA CATARINA,SC,4216503,-28.292497,-49.935325
4735,SÃO JOAQUIM DA BARRA,SÃO PAULO,SP,3549409,-20.581790,-47.860637
4736,SÃO JOAQUIM DE BICAS,MINAS GERAIS,MG,3162922,-20.048905,-44.273169
4737,SÃO JOAQUIM DO MONTE,PERNAMBUCO,PE,2613305,-8.457378,-35.842723
4738,SÃO JORGE,RIO GRANDE DO SUL,RS,4318440,-28.504715,-51.697587
4739,SÃO JORGE DO IVAÍ,PARANÁ,PR,4125308,-23.432732,-52.292455
4740,SÃO JORGE DO PATROCÍNIO,PARANÁ,PR,4125357,-23.761291,-53.880625
4741,SÃO JORGE D'OESTE,PARANÁ,PR,4125209,-25.708697,-52.918988
4742,SÃO JOSÉ,SANTA CATARINA,SC,4216602,-27.616233,-48.627014
4743,SÃO JOSÉ DA BARRA,MINAS GERAIS,MG,3162948,-20.718070,-46.312507
4744,SÃO JOSÉ DA BELA VISTA,SÃO PAULO,SP,3549508,-20.590056,-47.645122
4745,SÃO JOSÉ DA BOA VISTA,PARANÁ,PR,4125407,-23.917187,-49.650802
4746,SÃO JOSÉ DA COROA GRANDE,PERNAMBUCO,PE,2613404,-8.870695,-35.189114
4747,SÃO JOSÉ DA LAGOA TAPADA,PARAÍBA,PB,2514206,-6.942686,-38.163999
4748,SÃO JOSÉ DA LAJE,ALAGOAS,AL,2708303,-8.992000,-36.033250
4749,SÃO JOSÉ DA LAPA,MINAS GERAIS,MG,3162955,-19.698855,-43.958319
4750,SÃO JOSÉ DA SAFIRA,MINAS GERAIS,MG,3163003,-18.324167,-42.143333
4751,SÃO JOSÉ DA TAPERA,ALAGOAS,AL,2708402,-9.531077,-37.461560
4752,SÃO JOSÉ DA VARGINHA,MINAS GERAIS,MG,3163102,-19.708729,-44.557781
4753,SÃO JOSÉ DA VITÓRIA,BAHIA,BA,2929354,-15.079072,-39.336537
4754,SÃO JOSÉ DAS MISSÕES,RIO GRANDE DO SUL,RS,4318457,-27.794869,-53.129411
4755,SÃO JOSÉ DAS PALMEIRAS,PARANÁ,PR,4125456,-24.835086,-54.062149
4756,SÃO JOSÉ DE CAIANA,PARAÍBA,PB,2514305,-7.249591,-38.299942
4757,SÃO JOSÉ DE ESPINHARAS,PARAÍBA,PB,2514404,-6.846520,-37.325022
4758,SÃO JOSÉ DE MIPIBU,RIO GRANDE DO NORTE,RN,2412203,-6.074687,-35.237018
4759,SÃO JOSÉ DE PIRANHAS,PARAÍBA,PB,2514503,-7.119851,-38.499135
4760,SÃO JOSÉ DE PRINCESA,PARAÍBA,PB,2514552,-7.741214,-38.098945
4761,SÃO JOSÉ DE RIBAMAR,MARANHÃO,MA,2111201,-2.560911,-44.055951
4762,SÃO JOSÉ DE UBÁ,RIO DE JANEIRO,RJ,3305133,-21.359536,-41.938990
4763,SÃO JOSÉ DO ALEGRE,MINAS GERAIS,MG,3163201,-22.330608,-45.528544
4764,SÃO JOSÉ DO BARREIRO,SÃO PAULO,SP,3549607,-22.751000,-44.592750
4765,SÃO JOSÉ DO BELMONTE,PERNAMBUCO,PE,2613503,-7.819000,-38.790318
4766,SÃO JOSÉ DO BONFIM,PARAÍBA,PB,2514602,-7.161611,-37.308120
4767,SÃO JOSÉ DO BREJO DO CRUZ,PARAÍBA,PB,2514651,-6.212327,-37.354454
4768,SÃO JOSÉ DO CALÇADO,ESPÍRITO SANTO,ES,3204807,-21.029085,-41.672515
4769,SÃO JOSÉ DO CAMPESTRE,RIO GRANDE DO NORTE,RN,2412302,-6.314853,-35.712819
4770,SÃO JOSÉ DO CEDRO,SANTA CATARINA,SC,4216701,-26.455590,-53.495478
4771,SÃO JOSÉ DO CERRITO,SANTA CATARINA,SC,4216800,-27.662704,-50.579176
4772,SÃO JOSÉ DO DIVINO,PIAUÍ,PI,2210052,-3.810351,-41.832469
4773,SÃO JOSÉ DO DIVINO,MINAS GERAIS,MG,3163300,-18.479444,-41.388567
4774,SÃO JOSÉ DO EGITO,PERNAMBUCO,PE,2613602,-7.469447,-37.273974
4775,SÃO JOSÉ DO GOIABAL,MINAS GERAIS,MG,3163409,-19.925098,-42.708316
4776,SÃO JOSÉ DO HERVAL,RIO GRANDE DO SUL,RS,4318465,-29.066696,-52.273036
4777,SÃO JOSÉ DO HORTÊNCIO,RIO GRANDE DO SUL,RS,4318481,-29.536049,-51.266393
4778,SÃO JOSÉ DO INHACORÁ,RIO GRANDE DO SUL,RS,4318499,-27.736132,-54.131542
4779,SÃO JOSÉ DO JACUÍPE,BAHIA,BA,2929370,-11.424420,-39.885921
4780,SÃO JOSÉ DO JACURI,MINAS GERAIS,MG,3163508,-18.277309,-42.671437
4781,SÃO JOSÉ DO MANTIMENTO,MINAS GERAIS,MG,3163607,-20.003958,-41.745806
4782,SÃO JOSÉ DO NORTE,RIO GRANDE DO SUL,RS,4318507,-32.000796,-51.990919
4783,SÃO JOSÉ DO OURO,RIO GRANDE DO SUL,RS,4318606,-27.765258,-51.583693
4784,SÃO JOSÉ DO PEIXE,PIAUÍ,PI,2210102,-7.494120,-42.566358
4785,SÃO JOSÉ DO PIAUÍ,PIAUÍ,PI,2210201,-6.872557,-41.477286
4786,SÃO JOSÉ DO POVO,MATO GROSSO,MT,5107297,-16.464780,-54.253904
4787,SÃO JOSÉ DO RIO CLARO,MATO GROSSO,MT,5107305,-13.446710,-56.721436
4788,SÃO JOSÉ DO RIO PARDO,SÃO PAULO,SP,3549706,-21.596000,-46.862857
4789,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,SP,3549805,-20.812585,-49.380421
4790,SÃO JOSÉ DO SABUGI,PARAÍBA,PB,2514701,-6.823103,-36.827263
4791,SÃO JOSÉ DO SERIDÓ,RIO GRANDE DO NORTE,RN,2412401,-6.481981,-36.859510
4792,SÃO JOSÉ DO SUL,RIO GRANDE DO SUL,RS,4318614,-29.552500,-51.489714
4793,SÃO JOSÉ DO VALE DO RIO PRETO,RIO DE JANEIRO,RJ,3305158,-22.150999,-42.923999
4794,SÃO JOSÉ DO XINGU,MATO GROSSO,MT,5107354,-10.804078,-52.735750
4795,SÃO JOSÉ DOS AUSENTES,RIO GRANDE DO SUL,RS,4318622,-28.747106,-50.053938
4796,SÃO JOSÉ DOS BASÍLIOS,MARANHÃO,MA,2111250,-5.053069,-44.584321
4797,SÃO JOSÉ DOS CAMPOS,SÃO PAULO,SP,3549904,-23.180501,-45.887297
4798,SÃO JOSÉ DOS CORDEIROS,PARAÍBA,PB,2514800,-7.391768,-36.807950
4799,SÃO JOSÉ DOS PINHAIS,PARANÁ,PR,4125506,-25.533816,-49.207216
4800,SÃO JOSÉ DOS QUATRO MARCOS,MATO GROSSO,MT,5107107,-15.627584,-58.177217
4801,SÃO JOSÉ DOS RAMOS,PARAÍBA,PB,2514453,-7.237685,-35.335832
4802,SÃO JULIÃO,PIAUÍ,PI,2210300,-7.083441,-40.837464
4803,SÃO LEOPOLDO,RIO GRANDE DO SUL,RS,4318705,-29.754440,-51.151650
4804,SÃO LOURENÇO,MINAS GERAIS,MG,3163706,-22.116389,-45.054167
4805,SÃO LOURENÇO DA MATA,PERNAMBUCO,PE,2613701,-8.006723,-35.015503
4806,SÃO LOURENÇO DA SERRA,SÃO PAULO,SP,3549953,-23.855852,-46.933667
4807,SÃO LOURENÇO DO OESTE,SANTA CATARINA,SC,4216909,-26.355660,-52.849837
4808,SÃO LOURENÇO DO PIAUÍ,PIAUÍ,PI,2210359,-9.168563,-42.545461
4809,SÃO LOURENÇO DO SUL,RIO GRANDE DO SUL,RS,4318804,-31.366013,-51.979971
4810,SÃO LUDGERO,SANTA CATARINA,SC,4217006,-28.324383,-49.174819
4811,SÃO LUÍS,MARANHÃO,MA,2111300,-2.531922,-44.293328
4812,SÃO LUÍS DE MONTES BELOS,GOIÁS,GO,5220108,-16.521064,-50.372628
4813,SÃO LUÍS DO CURU,CEARÁ,CE,2312601,-3.672163,-39.241144
4814,SÃO LUIS DO PIAUÍ,PIAUÍ,PI,2210375,-6.826078,-41.322691
4815,SÃO LUÍS DO QUITUNDE,ALAGOAS,AL,2708501,-9.243000,-35.642242
4816,SÃO LUÍS GONZAGA DO MARANHÃO,MARANHÃO,MA,2111409,-4.372882,-44.669895
4817,SÃO LUIZ,RORAIMA,RR,1400605,0.847113,-60.144069
4818,SÃO LUIZ DO NORTE,GOIÁS,GO,5220157,-14.862046,-49.332083
4819,SÃO LUIZ DO PARAITINGA,SÃO PAULO,SP,3550001,-23.221994,-45.310883
4820,SÃO LUIZ GONZAGA,RIO GRANDE DO SUL,RS,4318903,-28.407455,-54.960908
4821,SÃO MAMEDE,PARAÍBA,PB,2514909,-6.924447,-37.092668
4822,SÃO MANOEL DO PARANÁ,PARANÁ,PR,4125555,-23.394137,-52.645376
4823,SÃO MANUEL,SÃO PAULO,SP,3550100,-22.697358,-48.511072
4824,SÃO MARCOS,RIO GRANDE DO SUL,RS,4319000,-29.594636,-56.816603
4825,SÃO MARTINHO,SANTA CATARINA,SC,4217105,-28.441975,-49.024358
4826,SÃO MARTINHO,RIO GRANDE DO SUL,RS,4319109,-29.505650,-52.414825
4827,SÃO MARTINHO DA SERRA,RIO GRANDE DO SUL,RS,4319125,-29.476716,-53.887372
4828,SÃO MATEUS,ESPÍRITO SANTO,ES,3204906,-18.715766,-39.849221
4829,SÃO MATEUS DO MARANHÃO,MARANHÃO,MA,2111508,-4.028917,-44.466734
4830,SÃO MATEUS DO SUL,PARANÁ,PR,4125605,-25.866823,-50.382796
4831,SÃO MIGUEL,RIO GRANDE DO NORTE,RN,2412500,-6.212176,-38.497738
4832,SÃO MIGUEL ARCANJO,SÃO PAULO,SP,3550209,-23.933000,-48.012498
4833,SÃO MIGUEL DA BAIXA GRANDE,PIAUÍ,PI,2210383,-5.864828,-42.186433
4834,SÃO MIGUEL DA BOA VISTA,SANTA CATARINA,SC,4217154,-26.691103,-53.252282
4835,SÃO MIGUEL DAS MATAS,BAHIA,BA,2929404,-13.047749,-39.455461
4836,SÃO MIGUEL DAS MISSÕES,RIO GRANDE DO SUL,RS,4319158,-28.547076,-54.553011
4837,SÃO MIGUEL DE TAIPU,PARAÍBA,PB,2515005,-7.243885,-35.203375
4838,SÃO MIGUEL DO ALEIXO,SERGIPE,SE,2807006,-10.389216,-37.382616
4839,SÃO MIGUEL DO ANTA,MINAS GERAIS,MG,3163805,-20.707222,-42.718889
4840,SÃO MIGUEL DO ARAGUAIA,GOIÁS,GO,5220207,-13.272644,-50.162722
4841,SÃO MIGUEL DO FIDALGO,PIAUÍ,PI,2210391,-7.583411,-42.370945
4842,SÃO MIGUEL DO GOSTOSO,RIO GRANDE DO NORTE,RN,2412559,-5.123021,-35.635388
4843,SÃO MIGUEL DO GUAMÁ,PARÁ,PA,1507607,-1.552131,-47.447217
4844,SÃO MIGUEL DO GUAPORÉ,RONDÔNIA,RO,1100320,-11.695147,-62.719574
4845,SÃO MIGUEL DO IGUAÇU,PARANÁ,PR,4125704,-25.349171,-54.240498
4846,SÃO MIGUEL DO OESTE,SANTA CATARINA,SC,4217204,-26.727898,-53.517669
4847,SÃO MIGUEL DO PASSA QUATRO,GOIÁS,GO,5220264,-17.058201,-48.661981
4848,SÃO MIGUEL DO TAPUIO,PIAUÍ,PI,2210409,-5.501281,-41.323541
4849,SÃO MIGUEL DO TOCANTINS,TOCANTINS,TO,1720200,-5.554982,-47.574765
4850,SÃO MIGUEL DOS CAMPOS,ALAGOAS,AL,2708600,-9.783111,-36.096780
4851,SÃO MIGUEL DOS MILAGRES,ALAGOAS,AL,2708709,-9.234500,-35.393500
4852,SÃO NICOLAU,RIO GRANDE DO SUL,RS,4319208,-28.183365,-55.265441
4853,SÃO PATRÍCIO,GOIÁS,GO,5220280,-14.996511,-49.367476
4854,SÃO PAULO,SÃO PAULO,SP,3550308,-23.550651,-46.633382
4855,SÃO PAULO DAS MISSÕES,RIO GRANDE DO SUL,RS,4319307,-27.993376,-54.934658
4856,SÃO PAULO DE OLIVENÇA,AMAZONAS,AM,1303908,-3.465063,-68.946846
4857,SÃO PAULO DO POTENGI,RIO GRANDE DO NORTE,RN,2412609,-5.894168,-35.764831
4858,SÃO PEDRO,RIO GRANDE DO NORTE,RN,2412708,-5.890088,-35.611010
4859,SÃO PEDRO,SÃO PAULO,SP,3550407,-22.558650,-47.934127
4860,SÃO PEDRO DA ÁGUA BRANCA,MARANHÃO,MA,2111532,-5.083403,-48.429917
4861,SÃO PEDRO DA ALDEIA,RIO DE JANEIRO,RJ,3305208,-22.838483,-42.103160
4862,SÃO PEDRO DA CIPA,MATO GROSSO,MT,5107404,-16.010905,-54.917580
4863,SÃO PEDRO DA SERRA,RIO GRANDE DO SUL,RS,4319356,-29.419024,-51.491144
4864,SÃO PEDRO DA UNIÃO,MINAS GERAIS,MG,3163904,-21.131640,-46.617534
4865,SÃO PEDRO DAS MISSÕES,RIO GRANDE DO SUL,RS,4319364,-27.782687,-53.232405
4866,SÃO PEDRO DE ALCÂNTARA,SANTA CATARINA,SC,4217253,-27.567753,-48.804842
4867,SÃO PEDRO DO BUTIÁ,RIO GRANDE DO SUL,RS,4319372,-28.129493,-54.891505
4868,SÃO PEDRO DO IGUAÇU,PARANÁ,PR,4125753,-24.934168,-53.857939
4869,SÃO PEDRO DO IVAÍ,PARANÁ,PR,4125803,-23.866038,-51.856371
4870,SÃO PEDRO DO PARANÁ,PARANÁ,PR,4125902,-22.824097,-53.222755
4871,SÃO PEDRO DO PIAUÍ,PIAUÍ,PI,2210508,-5.920780,-42.719211
4872,SÃO PEDRO DO SUAÇUÍ,MINAS GERAIS,MG,3164100,-18.365556,-42.602778
4873,SÃO PEDRO DO SUL,RIO GRANDE DO SUL,RS,4319406,-29.627127,-54.173325
4874,SÃO PEDRO DO TURVO,SÃO PAULO,SP,3550506,-22.687504,-49.749145
4875,SÃO PEDRO DOS CRENTES,MARANHÃO,MA,2111573,-6.823889,-46.531864
4876,SÃO PEDRO DOS FERROS,MINAS GERAIS,MG,3164001,-20.170669,-42.522901
4877,SÃO RAFAEL,RIO GRANDE DO NORTE,RN,2412807,-5.802203,-36.883594
4878,SÃO RAIMUNDO DAS MANGABEIRAS,MARANHÃO,MA,2111607,-7.023608,-45.476944
4879,SÃO RAIMUNDO DO DOCA BEZERRA,MARANHÃO,MA,2111631,-5.104278,-45.084712
4880,SÃO RAIMUNDO NONATO,PIAUÍ,PI,2210607,-9.015052,-42.688691
4881,SÃO ROBERTO,MARANHÃO,MA,2111672,-5.018510,-44.992539
4882,SÃO ROMÃO,MINAS GERAIS,MG,3164209,-16.368772,-45.067860
4883,SÃO ROQUE,SÃO PAULO,SP,3550605,-23.500175,-47.133676
4884,SÃO ROQUE DE MINAS,MINAS GERAIS,MG,3164308,-20.245277,-46.365833
4885,SÃO ROQUE DO CANAÃ,ESPÍRITO SANTO,ES,3204955,-19.711403,-40.638305
4886,SÃO SALVADOR DO TOCANTINS,TOCANTINS,TO,1720259,-12.750178,-48.235126
4887,SÃO SEBASTIÃO,ALAGOAS,AL,2708808,-9.957500,-36.551942
4888,SÃO SEBASTIÃO,SÃO PAULO,SP,3550704,-23.802787,-45.407053
4889,SÃO SEBASTIÃO DA AMOREIRA,PARANÁ,PR,4126009,-23.464750,-50.760517
4890,SÃO SEBASTIÃO DA BELA VISTA,MINAS GERAIS,MG,3164407,-22.159167,-45.754167
4891,SÃO SEBASTIÃO DA BOA VISTA,PARÁ,PA,1507706,-1.430853,-49.604508
4892,SÃO SEBASTIÃO DA GRAMA,SÃO PAULO,SP,3550803,-21.748500,-46.754792
4893,SÃO SEBASTIÃO DA VARGEM ALEGRE,MINAS GERAIS,MG,3164431,-19.750342,-43.371330
4894,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PARAÍBA,PB,2515104,-7.101399,-35.864415
4895,SÃO SEBASTIÃO DO ALTO,RIO DE JANEIRO,RJ,3305307,-21.956827,-42.134815
4896,SÃO SEBASTIÃO DO ANTA,MINAS GERAIS,MG,3164472,-19.497259,-41.983428
4897,SÃO SEBASTIÃO DO CAÍ,RIO GRANDE DO SUL,RS,4319505,-29.591178,-51.377877
4898,SÃO SEBASTIÃO DO MARANHÃO,MINAS GERAIS,MG,3164506,-18.083611,-42.571389
4899,SÃO SEBASTIÃO DO OESTE,MINAS GERAIS,MG,3164605,-20.274723,-45.003611
4900,SÃO SEBASTIÃO DO PARAÍSO,MINAS GERAIS,MG,3164704,-20.912433,-46.982330
4901,SÃO SEBASTIÃO DO PASSÉ,BAHIA,BA,2929503,-12.517793,-38.492157
4902,SÃO SEBASTIÃO DO RIO PRETO,MINAS GERAIS,MG,3164803,-19.292341,-43.175853
4903,SÃO SEBASTIÃO DO RIO VERDE,MINAS GERAIS,MG,3164902,-22.217475,-44.978331
4904,SÃO SEBASTIÃO DO TOCANTINS,TOCANTINS,TO,1720309,-5.258709,-48.205557
4905,SÃO SEBASTIÃO DO UATUMÃ,AMAZONAS,AM,1303957,-1.895781,-58.810522
4906,SÃO SEBASTIÃO DO UMBUZEIRO,PARAÍBA,PB,2515203,-8.152287,-37.009072
4907,SÃO SEPÉ,RIO GRANDE DO SUL,RS,4319604,-30.162826,-53.600289
4908,SÃO SIMÃO,SÃO PAULO,SP,3550902,-21.463500,-47.583582
4909,SÃO SIMÃO,GOIÁS,GO,5220405,-18.993495,-50.547042
4910,SÃO THOMÉ DAS LETRAS,MINAS GERAIS,MG,3165206,-21.721827,-44.984943
4911,SÃO TIAGO,MINAS GERAIS,MG,3165008,-20.913056,-44.509167
4912,SÃO TOMÁS DE AQUINO,MINAS GERAIS,MG,3165107,-20.784444,-47.098055
4913,SÃO TOMÉ,RIO GRANDE DO NORTE,RN,2412906,-5.996464,-36.121425
4914,SÃO TOMÉ,PARANÁ,PR,4126108,-23.534946,-52.590125
4915,SÃO VALENTIM,RIO GRANDE DO SUL,RS,4319703,-27.558780,-52.524669
4916,SÃO VALENTIM DO SUL,RIO GRANDE DO SUL,RS,4319711,-29.053525,-51.774316
4917,SÃO VALÉRIO,TOCANTINS,TO,1720499,-11.974315,-48.235315
4918,SÃO VALÉRIO DO SUL,RIO GRANDE DO SUL,RS,4319737,-27.788182,-53.934821
4919,SÃO VENDELINO,RIO GRANDE DO SUL,RS,4319752,-29.388346,-51.370190
4920,SÃO VICENTE,RIO GRANDE DO NORTE,RN,2413003,-6.194523,-36.666699
4921,SÃO VICENTE,SÃO PAULO,SP,3551009,-23.960369,-46.384702
4922,SÃO VICENTE DE MINAS,MINAS GERAIS,MG,3165305,-21.703333,-44.443889
4923,SÃO VICENTE DO SERIDÓ,PARAÍBA,PB,2515401,-6.933337,-36.400864
4924,SÃO VICENTE DO SUL,RIO GRANDE DO SUL,RS,4319802,-29.722015,-54.642578
4925,SÃO VICENTE FERRER,MARANHÃO,MA,2111706,-2.892745,-44.880363
4926,SÃO VICENTE FÉRRER,PERNAMBUCO,PE,2613800,-7.589691,-35.480844
4927,SAPÉ,PARAÍBA,PB,2515302,-7.093591,-35.227975
4928,SAPEAÇU,BAHIA,BA,2929602,-12.729444,-39.186226
4929,SAPEZAL,MATO GROSSO,MT,5107875,-13.549801,-58.815552
4930,SAPIRANGA,RIO GRANDE DO SUL,RS,4319901,-29.639238,-51.006859
4931,SAPOPEMA,PARANÁ,PR,4126207,-23.910510,-50.579131
4932,SAPUCAIA,PARÁ,PA,1507755,-6.833850,-49.569588
4933,SAPUCAIA,RIO DE JANEIRO,RJ,3305406,-21.994657,-42.913797
4934,SAPUCAIA DO SUL,RIO GRANDE DO SUL,RS,4320008,-29.819702,-51.160872
4935,SAPUCAÍ-MIRIM,MINAS GERAIS,MG,3165404,-22.748001,-45.742765
4936,SAQUAREMA,RIO DE JANEIRO,RJ,3305505,-22.925797,-42.507633
4937,SARANDI,PARANÁ,PR,4126256,-23.444117,-51.876016
4938,SARANDI,RIO GRANDE DO SUL,RS,4320107,-27.942000,-52.923085
4939,SARAPUÍ,SÃO PAULO,SP,3551108,-23.639740,-47.824863
4940,SARDOÁ,MINAS GERAIS,MG,3165503,-18.781716,-42.365276
4941,SARUTAIÁ,SÃO PAULO,SP,3551207,-23.274722,-49.477186
4942,SARZEDO,MINAS GERAIS,MG,3165537,-20.035300,-44.145300
4943,SÁTIRO DIAS,BAHIA,BA,2929701,-11.603375,-38.581456
4944,SATUBA,ALAGOAS,AL,2708907,-9.569113,-35.822697
4945,SATUBINHA,MARANHÃO,MA,2111722,-3.847807,-45.256371
4946,SAUBARA,BAHIA,BA,2929750,-12.737293,-38.766300
4947,SAUDADE DO IGUAÇU,PARANÁ,PR,4126272,-25.691686,-52.618391
4948,SAUDADES,SANTA CATARINA,SC,4217303,-26.926003,-53.004737
4949,SAÚDE,BAHIA,BA,2929800,-10.941491,-40.420584
4950,SCHROEDER,SANTA CATARINA,SC,4217402,-26.411571,-49.074041
4951,SEABRA,BAHIA,BA,2929909,-12.417207,-41.772051
4952,SEARA,SANTA CATARINA,SC,4217501,-27.153101,-52.309677
4953,SEBASTIANÓPOLIS DO SUL,SÃO PAULO,SP,3551306,-20.639726,-49.905848
4954,SEBASTIÃO BARROS,PIAUÍ,PI,2210623,-10.816978,-44.833718
4955,SEBASTIÃO LARANJEIRAS,BAHIA,BA,2930006,-14.571002,-42.943438
4956,SEBASTIÃO LEAL,PIAUÍ,PI,2210631,-7.570270,-44.034302
4957,SEBERI,RIO GRANDE DO SUL,RS,4320206,-27.482861,-53.402634
4958,SEDE NOVA,RIO GRANDE DO SUL,RS,4320230,-27.643464,-53.955564
4959,SEGREDO,RIO GRANDE DO SUL,RS,4320263,-29.343127,-52.979379
4960,SELBACH,RIO GRANDE DO SUL,RS,4320305,-28.628905,-52.952515
4961,SELVÍRIA,MATO GROSSO DO SUL,MS,5007802,-20.363831,-51.418382
4962,SEM-PEIXE,MINAS GERAIS,MG,3165560,-20.101541,-42.840830
4963,SENA MADUREIRA,ACRE,AC,1200500,-9.065956,-68.657106
4964,SENADOR ALEXANDRE COSTA,MARANHÃO,MA,2111748,-5.259744,-44.054239
4965,SENADOR AMARAL,MINAS GERAIS,MG,3165578,-22.565469,-46.177692
4966,SENADOR CANEDO,GOIÁS,GO,5220454,-16.701323,-49.091492
4967,SENADOR CORTES,MINAS GERAIS,MG,3165602,-21.801345,-42.945154
4968,SENADOR ELÓI DE SOUZA,RIO GRANDE DO NORTE,RN,2413102,-6.035705,-35.692315
4969,SENADOR FIRMINO,MINAS GERAIS,MG,3165701,-20.916970,-43.100124
4970,SENADOR GEORGINO AVELINO,RIO GRANDE DO NORTE,RN,2413201,-6.161466,-35.121706
4971,SENADOR GUIOMARD,ACRE,AC,1200450,-9.976500,-67.319140
4972,SENADOR JOSÉ BENTO,MINAS GERAIS,MG,3165800,-22.164198,-46.178585
4973,SENADOR JOSÉ PORFÍRIO,PARÁ,PA,1507805,-4.312417,-51.576408
4974,SENADOR LA ROCQUE,MARANHÃO,MA,2111763,-5.444432,-47.292100
4975,SENADOR MODESTINO GONÇALVES,MINAS GERAIS,MG,3165909,-17.949660,-43.225768
4976,SENADOR POMPEU,CEARÁ,CE,2312700,-5.587439,-39.373090
4977,SENADOR RUI PALMEIRA,ALAGOAS,AL,2708956,-9.387208,-37.518178
4978,SENADOR SÁ,CEARÁ,CE,2312809,-3.349007,-40.465120
4979,SENADOR SALGADO FILHO,RIO GRANDE DO SUL,RS,4320321,-28.038761,-54.541937
4980,SENGÉS,PARANÁ,PR,4126306,-24.114177,-49.464420
4981,SENHOR DO BONFIM,BAHIA,BA,2930105,-10.460251,-40.189151
4982,SENHORA DE OLIVEIRA,MINAS GERAIS,MG,3166006,-20.793889,-43.344166
4983,SENHORA DO PORTO,MINAS GERAIS,MG,3166105,-18.890578,-43.084489
4984,SENHORA DOS REMÉDIOS,MINAS GERAIS,MG,3166204,-21.028056,-43.582778
4985,SENTINELA DO SUL,RIO GRANDE DO SUL,RS,4320354,-30.630991,-51.602257
4986,SENTO SÉ,BAHIA,BA,2930204,-9.740644,-41.883006
4987,SERAFINA CORRÊA,RIO GRANDE DO SUL,RS,4320404,-28.712619,-51.935250
4988,SERICITA,MINAS GERAIS,MG,3166303,-20.473831,-42.482168
4989,SERINGUEIRAS,RONDÔNIA,RO,1101500,-11.771574,-63.034683
4990,SÉRIO,RIO GRANDE DO SUL,RS,4320453,-29.384499,-52.268574
4991,SERITINGA,MINAS GERAIS,MG,3166402,-21.909695,-44.521606
4992,SEROPÉDICA,RIO DE JANEIRO,RJ,3305554,-22.743889,-43.699200
4993,SERRA,ESPÍRITO SANTO,ES,3205002,-20.125296,-40.306448
4994,SERRA ALTA,SANTA CATARINA,SC,4217550,-26.729144,-53.044067
4995,SERRA AZUL,SÃO PAULO,SP,3551405,-21.306644,-47.567024
4996,SERRA AZUL DE MINAS,MINAS GERAIS,MG,3166501,-18.362222,-43.170000
4997,SERRA BRANCA,PARAÍBA,PB,2515500,-7.481527,-36.663458
4998,SERRA CAIADA,RIO GRANDE DO NORTE,RN,2410306,-6.107020,-35.708668
4999,SERRA DA RAIZ,PARAÍBA,PB,2515609,-6.687433,-35.442067
5000,SERRA DA SAUDADE,MINAS GERAIS,MG,3166600,-20.960538,-45.427007
5001,SERRA DE SÃO BENTO,RIO GRANDE DO NORTE,RN,2413300,-6.417616,-35.703258
5002,SERRA DO MEL,RIO GRANDE DO NORTE,RN,2413359,-5.168386,-37.041086
5003,SERRA DO NAVIO,AMAPÁ,AP,1600055,1.637000,-52.272341
5004,SERRA DO RAMALHO,BAHIA,BA,2930154,-13.544236,-43.577315
5005,SERRA DO SALITRE,MINAS GERAIS,MG,3166808,-19.110184,-46.680986
5006,SERRA DOS AIMORÉS,MINAS GERAIS,MG,3166709,-17.785152,-40.246074
5007,SERRA DOURADA,BAHIA,BA,2930303,-12.758418,-43.950091
5008,SERRA GRANDE,PARAÍBA,PB,2515708,-7.214660,-38.371968
5009,SERRA NEGRA,SÃO PAULO,SP,3551603,-22.612220,-46.700560
5010,SERRA NEGRA DO NORTE,RIO GRANDE DO NORTE,RN,2413409,-6.662757,-37.401058
5011,SERRA NOVA DOURADA,MATO GROSSO,MT,5107883,-12.090031,-51.401093
5012,SERRA PRETA,BAHIA,BA,2930402,-12.158961,-39.332093
5013,SERRA REDONDA,PARAÍBA,PB,2515807,-7.187332,-35.680379
5014,SERRA TALHADA,PERNAMBUCO,PE,2613909,-7.986780,-38.292029
5015,SERRANA,SÃO PAULO,SP,3551504,-21.206688,-47.605377
5016,SERRANIA,MINAS GERAIS,MG,3166907,-21.548333,-46.039722
5017,SERRANO DO MARANHÃO,MARANHÃO,MA,2111789,-1.853572,-45.115886
5018,SERRANÓPOLIS,GOIÁS,GO,5220504,-18.308456,-51.956946
5019,SERRANÓPOLIS DE MINAS,MINAS GERAIS,MG,3166956,-15.810935,-42.871182
5020,SERRANÓPOLIS DO IGUAÇU,PARANÁ,PR,4126355,-25.379883,-54.053880
5021,SERRANOS,MINAS GERAIS,MG,3167004,-21.890277,-44.509444
5022,SERRARIA,PARAÍBA,PB,2515906,-6.819313,-35.638747
5023,SERRINHA,RIO GRANDE DO NORTE,RN,2413508,-6.256991,-35.565731
5024,SERRINHA,BAHIA,BA,2930501,-11.661990,-39.003402
5025,SERRINHA DOS PINTOS,RIO GRANDE DO NORTE,RN,2413557,-6.112315,-37.956619
