tweets,sentimento
Ator Marcos Palmeira é mais um cotado para ser vice de Marina. https://t.co/yo4HTmJ13A https://t.co/sB0F9XqICf,Neutro
Distribuidora de energia do Rio dará R$ 1 mil para quem denunciar 'gato' na rede elétrica. https://t.co/LA8GXjn6jw https://t.co/xnQdGTdlAw,Neutro
Cabeleireiro de Meghan Markle dá seis dicas para ter fios incríveis. https://t.co/gr78zqQeij https://t.co/VdBLl32OZ0,Neutro
"Rian Johnson apaga 20 mil tuítes de sua conta para ""se prevenir"". https://t.co/QLQIuyIr5v https://t.co/DYec4t4QAn",Neutro
"Priyanka Chopra e Nick Jonas estão noivos, diz revista. https://t.co/WsHSgY7KRS https://t.co/oIkMyWDIqi",Neutro
MPF denuncia ex-secretário de Alckmin por suspeita de desvios no Rodoanel https://t.co/A0Wo2mhJ89,Neutro
Selo de Prince pede remoção de vídeo com fãs cantando 'Purple Rain'. https://t.co/o9ahymRsd9 https://t.co/7LEpHblQTk,Neutro
Participar de reality show é mais lucrativo do que diploma de Oxford e Cambridge. https://t.co/cwKQpzVQUi https://t.co/pOiHZ97N86,Neutro
Elenco de 'Star Wars: Episódio IX' terá Carrie Fisher no papel de Leia. https://t.co/gPDbaTF5rY https://t.co/qn00i0bvvX,Neutro
"Eclipse lunar mais longo do século encanta cariocas, apesar da névoa. https://t.co/M1hgdtezxL https://t.co/I0jh0wpBQD",Neutro
Low cost da Noruega pede autorização para operar no Brasil. https://t.co/OTm7hE2Rw7 https://t.co/IrcXa0AV6N,Neutro
"Ed Westwick, o Chuck de 'Gossip Girl', não será processado por acusações de estupro. https://t.co/RU5x63Jz6a https://t.co/skO8ehG5yz",Neutro
Idosos têm vida facilitada agora que podem emitir online o cartão de estacionamento. https://t.co/PxeZOwn5hU https://t.co/qBiNr7QJzq,Neutro
"Repórter americano: ""Alerta da trumplândia — atenção a Bolsonaro"" https://t.co/GhWjufvwAA https://t.co/DBOy5SYW4g",Neutro
Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/DjcSjlu9S3 https://t.co/OqhGi2WgNP,Neutro
Alckmin deve ter tempo de televisão 40 vezes maior que o de Bolsonaro. https://t.co/F5VBRQW4gr https://t.co/cf24DuEFre,Neutro
PSDB oficializa hoje João Doria como candidato ao governo de SP https://t.co/wZa9zGyKMJ,Neutro
PT confirma neste sábado candidaturas de Luiz Marinho e Eduardo Suplicy https://t.co/8KUsTMhYfD,Neutro
"Sem alianças, Paulo Skaf lança candidatura ao governo pela terceira vez https://t.co/HALEWYQkBP",Neutro
Marta está indecisa e pode desistir da reeleição para o Senado https://t.co/52THkbYdNH,Neutro
"Bom dia! Sábado, 28/07/2018: esta é a capa do #JornalOGlobo de hoje. Acesse https://t.co/6QeHHAyTfp para ler mais. https://t.co/kLhIWUrAMO",Neutro
Prefeito de Japeri teria ameaçado matar adversário político. https://t.co/fotb8k6qvz https://t.co/kQCwDKwlxC,Neutro
"Enfraquecido por denúncias, Aécio não deve ir à convenção tucana em Minas. https://t.co/rgpSiuyXCp https://t.co/VMGR7aEPXl",Neutro
Avião em que estava pai de pré-candidato ao governo do Rio cai no mar de Santa Catarina. https://t.co/DknKHigzRH https://t.co/KAVgkHvZot,Neutro
Pela primeira vez mulher comanda território brasileiro mais distante do continente. https://t.co/0CnRSCBjf2 https://t.co/SQwVPkIE0C,Neutro
Harry pediu 'aprovação' de Kate Middleton para se casar com Meghan. https://t.co/hG8r2heLEO https://t.co/PqwvpEHTyb,Neutro
PTB oficializa apoio à candidatura de Alckmin em convenção https://t.co/pdOMowwXVy,Neutro
Papa aceita renúncia de cardeal americano acusado de abusos https://t.co/ZNkYtvesyP,Neutro
https://t.co/I8qUUyjr1I,Neutro
Papa aceita renúncia de ex-arcebispo de Washington após denúncias de assédio contra menores. https://t.co/lh3T1IrCqn https://t.co/Uozbbyg6e8,Neutro
"A simbologia do sindicato dos metalúrgicos: da Força, para o PT https://t.co/jxK3y1ODZd",Neutro
"Primeiro goleiro profissional da história do Flamengo, Fernandinho morre aos 105 anos. https://t.co/uf3f4d37pV https://t.co/3BcUDleqQV",Neutro
"Grávida, namorada de Doutor Bumbum é transferida de cadeia. https://t.co/zVknOwIfXy https://t.co/kDeyLvvCyK",Neutro
Haddad sobre corrupção na Dersa: “Tem meia dúzia de cara preso aí” https://t.co/vt8xP3qYZp,Neutro
Nove pessoas estão desaparecidas em incêndio na Califórnia. https://t.co/0P6CYLUb4h https://t.co/U0AKmnuTWs,Neutro
Autoridade estima que 1.126 pessoas estão desaparecidas no Laos. https://t.co/i73TmzSmYB https://t.co/sd3vRbexzp,Neutro
"Com telefone cortado, Salgado Filho não avisou família sobre falecimento de idosa. https://t.co/LjqXIExENR https://t.co/oPI5WKOasO",Neutro
Número de mortos em incêndios na Grécia sobe para 88 https://t.co/fE1JViSRT6,Neutro
Gêmeas são identificadas entre os mortos em incêndios na Grécia. https://t.co/zkvfI50qMC https://t.co/3hapzy67Q6,Neutro
Skaf se lança candidato ao governo de SP sem padrinhos nem alianças. https://t.co/veQZwi2IDc,Neutro
".@Ancelmocom: No 'Lula Livre', hoje, Chico e Gil reeditarão performance de 1973 com 'Cálice'. https://t.co/dLqRiVmK68 https://t.co/jeR1xtgj4Y",Neutro
Ex-presidente da Catalunha promete continuar combate separatista. https://t.co/y67fuEYpJV https://t.co/fkR1vr1b3G,Neutro
"Após reunião de famílias de imigrantes nos EUA, foco passa a pais deportados. https://t.co/Cg7pPQbO4x https://t.co/xuddfoaIaZ",Neutro
Fluminense terá dois adversários na sequência para embalar na competição. https://t.co/NghqHzKj9r https://t.co/1BeS6FoPvw,Neutro
Juiz dá por concluída reunificação de crianças separadas na fronteira https://t.co/uRx8GZVd1G,Neutro
"A caminho do Vasco, Leandro Castán rescinde com a Roma. https://t.co/dV1bPrAVNz https://t.co/ML61nlad00",Neutro
Centro de formação de parteiras é atacado no Afeganistão. https://t.co/WFcfHcmzw4 https://t.co/sbLttyHc6n,Neutro
PTB declara apoio a Alckmin em convenção com Cristiane Brasil e Roberto Jefferson. https://t.co/KHL1X5zJRu https://t.co/NmDeKS9do5,Neutro
Irmão culpa presidente e Estado da Nicarágua por violência no país. https://t.co/inIJzcXhBo https://t.co/boZG6F7j21,Neutro
PTB declara apoio a Alckmin em convenção com Cristiane Brasil e Roberto Jefferson. https://t.co/KHL1X5zJRu https://t.co/nm1MdIfBYC,Neutro
https://t.co/1DVkriT20E,Neutro
"‘Sou candidato do meu histórico’, diz Meirelles sobre Temer https://t.co/zmodMO9LwA",Neutro
"Investigada, Cristiane Brasil evita ficar a sós com o pai e ataca promotores que 'inventam' crimes. https://t.co/ZB7gT95u6e https://t.co/AbG9YoxOcC",Neutro
Equipes encontram objetos e mala do pai de deputado que pilotava avião que caiu no mar em SC. https://t.co/1nx8RPxbC4 https://t.co/Wr2yoD4VOd,Neutro
Youtuber diz que ‘inventou’ piada sobre estupro: ‘Homem é assim’ https://t.co/4uELorD43v,Neutro
.@Ancelmocom: Fã de Wesley Safadão receberá indenização por 'danos morais' por show cancelado. https://t.co/I8wnQzQAQV https://t.co/ytUra9CQOJ,Neutro
"Morre Fernandinho, primeiro goleiro profissional do Flamengo https://t.co/hf2AewLCNu",Neutro
.@laurojardim: A estratégia do filho de Cabral para tentar se reeleger. https://t.co/f2S4Kn8jDx https://t.co/YrA8f4g5Py,Neutro
Beleza Natural terá que pagar R$ 15 mil a cliente que teve reação alérgica após tratamento. https://t.co/Nj9HMYjrBE,Neutro
Saiba quem é quem na novela ‘O tempo não para’. https://t.co/NsGN3ScGLE https://t.co/XGgykk09js,Neutro
Democracia Cristã confirma quinta candidatura de Eymael à Presidência https://t.co/iBGly5OwQh,Neutro
Prefeito de Japeri também responderá por crime de porte de arma de calibre restrito. https://t.co/dsMeNER3RX https://t.co/xlnvapgz95,Neutro
Egito condena 75 islamitas à morte. https://t.co/nR2xJSD2l8 https://t.co/5hajMPQcan,Neutro
Polícia identifica suspeitos de ataques a ônibus e prédios públicos em Fortaleza. https://t.co/mBZzpJVIC7 https://t.co/CSYtds3k4C,Neutro
"Chico Buarque, Gil e outros artistas defendem ‘Lula Livre’ no Rio https://t.co/0dWdiffRF5",Neutro
Três morrem após ataque a centro de formação de parteiras no Afeganistão. https://t.co/luj9SKbAfd https://t.co/8SCptch4wh,Neutro
https://t.co/VvCFc5HMf3,Neutro
https://t.co/MH1dGHceyb,Neutro
Você pagaria US$ 1 bilhão por uma propriedade em Beverly Hills? https://t.co/FvMcdMxD9M https://t.co/Rwbe9UmkMO,Neutro
Flip: Artista que faz 'estátua viva' de escravo e chama a atenção. https://t.co/kPZVVLXOvA https://t.co/rdypasYqfF,Neutro
Alemanha diz que tensão comercial EUA-Europa está diminuindo. https://t.co/OA1heAnJxO https://t.co/0krlUJJrNh,Neutro
Aldo nocauteia Stephens no UFC Calgary e se emociona: ‘O campeão voltou’ https://t.co/nVGVtiA4cJ,Neutro
".@Ancelmocom: Esposa de Bretas achou que juiz foi 'muito leve' com Adriana Ancelmo, mulher de Cabral. https://t.co/Ttboq30UHL",Neutro
Japão se prepara para tufão. https://t.co/NJYa4fPtNr https://t.co/6kjYDY4dQg,Neutro
"Flip: 'Não se dá mais valor à acústica', diz Jocy de Oliveira. https://t.co/8O9jsFHHrY",Neutro
Partido de Imran Khan inicia discussões para formar governo no Paquistão. https://t.co/1MFIrddmc5 https://t.co/gNIcGa05ih,Neutro
.@Ancelmocom: 300 exemplares de 'Dicionário da escravidão e liberdade' serão doados. https://t.co/E0aWx0VxAC,Neutro
Falsos médicos brasileiros acendem alerta sobre exercício da Medicina na Argentina. https://t.co/ugs2f2s0K3 https://t.co/wXmcUxXbMo,Neutro
"Com 'marqueteiros outsiders', presidenciáveis gastam menos em propaganda. https://t.co/ktNnJsBHB6 https://t.co/P3RN3WrlX7",Neutro
Arqueólogos acreditam ter achado cidade subterrânea pré-inca na Bolívia. https://t.co/Xmzrlh8u2K,Neutro
Bom dia! O Jornal O Globo completa hoje e está de cara nova. Saiba mais sobre as mudanças e acompanhe as notícias do dia no site: https://t.co/xM1t0GKiuy https://t.co/vQxWhuSEfh,Neutro
"Mulheres, com indecisão recorde e em maioria, vão definir a eleição. https://t.co/fhWckGMKK7 https://t.co/X23IV0kJod",Neutro
O Globo completa 93 anos de cara nova: projeto gráfico para o jornal e o site privilegia conteúdo aprofundado e análises qualificadas. https://t.co/b7uwHr5kmw https://t.co/BJQXXIe6Uy,Neutro
"Terremoto na Indonésia deixa 10 mortos, 40 feridos e vários danos https://t.co/fRC6uBrm0R",Neutro
"Em nova rota, Sul da Espanha recebe cerca de 400 imigrantes por dia e mais de 20 mil por ano. https://t.co/TiHMUS5lzu https://t.co/LP5s6pEBOg",Neutro
Moçambique: paz ameaçada por velhos rivais e por radicais islâmicos https://t.co/yhCgyLwqFN,Neutro
Giovanna Ewbank conta como a maternidade transformou sua vida: 'Vivia numa bolha'. https://t.co/n7vjL3Srlr https://t.co/jAe4Cc0CVD,Neutro
"Após inundações catastróficas, Japão é varrido por tempestade https://t.co/mEudBatZSr",Neutro
Premiê chinês visita Tibete rodeado de sigilo e censura https://t.co/ZqNgRQAI8G,Neutro
Em Lisboa com Madonna: capital portuguesa segue os passos da estrela pop. https://t.co/IGit6eyYB8 https://t.co/5bp2yOIZC4,Neutro
PSDB discute descriminalização das drogas https://t.co/D2vBLWIrDx,Neutro
Cadetes de 1977 e hoje generais dão fôlego a Bolsonaro. https://t.co/P5zeKk6wPa https://t.co/jd9Un0pxWk,Neutro
Acompanhe ao vivo o jogo Vasco x Corinthians pelo Campeonato Brasileiro https://t.co/dY8aOoZeki https://t.co/MLMoBSRp2O,Neutro
Governo abre processo e pode retomar concessão da BR-040 e Transnordestina https://t.co/PkOa4jjNh8,Neutro
Acompanhe ao vivo o jogo Palmeiras x Paraná Clube pelo Campeonato Brasileiro https://t.co/wbNj0Djggy https://t.co/Z7dANlb9Dg,Neutro
Açúcar e carne de frango são os mais impactados por sobretaxa da China https://t.co/UDI3ZcIaqR,Neutro
Gente de Opinião: Time de colunistas do GLOBO ganha reforços. https://t.co/HtkxSVpHRU https://t.co/RT8874BgK0,Neutro
Trump ameaça paralisação do governo por causa de imigração https://t.co/NO69NJtHht,Neutro
.@laurojardim PF teme caos logístico se Justiça autorizar Lula a ir aos debates. https://t.co/Hy0vcwO8xM https://t.co/00yRVuAwFi,Neutro
Procurado: Disque Denúncia oferece recompensa por político foragido https://t.co/WxICKb1Yio,Neutro
Quer morar em Lisboa? Prepara-se para pagar caro https://t.co/1yx0XCbx4K,Neutro
Técnico do PSG confirma Thiago Silva como capitão da equipe https://t.co/beALwu7wBG,Neutro
Jovem palestina famosa por vídeo viral é solta de prisão israelense. https://t.co/GajhM6XKPI https://t.co/yp8jqhtuRe,Neutro
https://t.co/lmSwJdYsZR,Neutro
Mega-Sena acumula e pode pagar R$ 6 milhões na próxima quarta https://t.co/Kvyb387ZcY,Neutro
Atriz Julia Roberts ganha camisa personalizada do Barcelona https://t.co/hW8p6y3H7W,Neutro
China está disposta a negociar sobretaxas a produtos do Brasil https://t.co/wt1ykB9Sfh,Neutro
Esquiva Falcão nocauteia mexicano e fica perto de luta por cinturão https://t.co/i7kExJzVGC,Neutro
Economia dos EUA deve manter crescimento nos próximos 5 anos https://t.co/iRzZVmI9ZT,Neutro
Atletas norte-coreanos chegam ao Sul para preparar Jogos Asiáticos https://t.co/veD6UNqADd,Neutro
Aplicativo aproxima clientes e ambulantes nas praias do Rio. https://t.co/b1qAYu7E3Y https://t.co/NjHmskL88b,Neutro
Popularidade de Macron diminui na França após explosão do caso Benalla https://t.co/f1fY1EiUYK,Neutro
'Segundo Sol': Luzia se entregará para a polícia; https://t.co/oLUy5EL5qN https://t.co/7a99RkSG0Y,Neutro
"Casamento infantil no Afeganistão cai 10% em 5 anos, segundo Unicef https://t.co/OLRGCDYXhh",Neutro
Corinthians goleia o Vasco pelo Campeonato Brasileiro https://t.co/m5mpq0Xvfx https://t.co/8txjCjPQMC,Neutro
José Mayer ficou um mês internado para tratar doença autoimune https://t.co/aoQ3l08nyH,Neutro
"Brasieliro: em casa, Palmeiras vence o Paraná https://t.co/wbNj0Djggy https://t.co/IFWSK49sBp",Neutro
".@Ancelmocom Nomeado em fevereiro, Braga Netto ainda não recebeu salário de interventor. https://t.co/HranOPVDCt https://t.co/E5ZN4LZuKo",Neutro
Tiroteio em Santa Cruz causa interrupção de linha do BRT. https://t.co/wLezfhKhgz https://t.co/rlwiTphcmE,Neutro
https://t.co/KL4CJaUOk1,Neutro
Gambiarras: vale tudo para conseguir sinal de internet no interior. https://t.co/FkBlssrrd5 https://t.co/TozqCZgwRf,Neutro
Piora o estado de saúde de jovem internada após complicações em lipoaspiração. https://t.co/ni24r2Ksbl https://t.co/aW6loIQNTi,Neutro
Taxistas espanhóis fazem greve contra Uber e Cabify https://t.co/sljTH33zAM,Neutro
Confira o roteiro de lugares preferidos de Madonna em Lisboa. https://t.co/WArBU1jqlt https://t.co/TglEfku5Eu,Neutro
Site chinês realiza teste de fidelidade online por até 40 reais https://t.co/hYyNHEvpeQ,Neutro
"Cabral pede a Temer prisão especial, assim como ex-presidente Lula https://t.co/m7pve1IuUp",Neutro
"Em convenção, Paes elege Segurança Pública e recuperação de finanças como suas missões. https://t.co/NJGefyZ16b https://t.co/XP2Xi7SygK",Neutro
Light lidera entre as empresas mais processadas no Rio. https://t.co/vefGDeSfyB via #MarinaCaruso https://t.co/CSXc9777PZ,Neutro
De novo? Muralha volta a falhar em partida no Japão. Veja vídeo: https://t.co/rhAgbnXvM9 https://t.co/KVCXZu27sB,Neutro
Fórmula 1: Hamilton vence GP da Hungria e amplia vantagem https://t.co/5RZ2l99obv,Neutro
Piora o estado de saúde de jovem internada após complicações em lipo. https://t.co/Bz8KBSXZLq https://t.co/JinNcErwWp,Neutro
Defesa de Cabral apela a Temer para transferir o ex-governador para a sala de Estado maior da Polícia Militar ou ambiente parecido. https://t.co/qrVOQyz1Vz https://t.co/LY8ktgmzoU,Neutro
"Telebrás: 20 anos depois, desafio é avançar em tecnologia. https://t.co/YEw2PPkoGc https://t.co/D4zFjO09fc",Neutro
Confira um raio-X da telefonia durante as duas últimas décadas no Brasil. https://t.co/m9KpSOpXS9 https://t.co/Z70NXLFikS,Neutro
"Iluminação das ruas afeta cadeia alimentar de animais, mostra estudo https://t.co/8aYsXbBSn3",Neutro
José Mayer recebe alta de hospital após 30 dias internado para tratar doença autoimune. https://t.co/ho41VRT0sa https://t.co/fZFsiAbis6,Neutro
Incêndio na Califórnia já causou cinco mortes após sete dias https://t.co/ZshcBbcQv6,Neutro
"Como Lula, por áudios e fotos, controla o PT da prisão. https://t.co/xVQUoeG2Rr https://t.co/G5crriOEFZ",Neutro
https://t.co/KsFaEKh8Dp,Neutro
Melhor com o passar dos anos? Tom Cruise lidera bilheterias americanas https://t.co/UhDvuFWvpq,Neutro
Pedro Bial estreia em O GLOBO: Declaração de intenções. https://t.co/9I7MVj5K7k https://t.co/d2cNuCZ6PK,Neutro
Tempo muda no Rio a partir de segunda-feira: frente fria traz chuva e ventos fortes. https://t.co/Om3hCJze4f https://t.co/F6tdsoTEPQ,Neutro
"Ataques de Trump à imprensa são ‘perigosos’, diz editor do New York Times https://t.co/t9x8vuQeqG",Neutro
"Já viu antena feita de garrafa PET, terra e pedras? Vale qualquer gambiarra para conseguir sinal de internet no interior. https://t.co/9ORsyOsDGb https://t.co/kFa7Ez1K9B",Neutro
Voluntários salvam animais de incêndios nos EUA. https://t.co/YTcOR1ji0r https://t.co/DevNRgTPNB,Neutro
Wall Street aluga imóveis residenciais com aranhas e até esgoto. https://t.co/a9KEyT5HRU https://t.co/6qbEWmawUj,Neutro
"Com menos compartilhamentos, Instagram é aposta nas eleições https://t.co/Zk1M4POrh6",Neutro
Pré-candidatos ao governo do Rio já passaram por 13 siglas diferentes. https://t.co/nKRrsR5SZB https://t.co/vyYI1TfdtD,Neutro
Análise: Chico e Gil voltam a cantar 'Cálice' juntos após 45 anos. https://t.co/UaIuPkioni https://t.co/CaOVch2A8V,Neutro
"Com 'arrancada' no segundo tempo, Flamengo atropela o Sport no Maracanã. https://t.co/xsqKWH05Ym https://t.co/1OydH0ocet",Neutro
"Carrasco do Vasco, Romero ocupa três cadeiras em voo: um para cada gol. https://t.co/TMR5lmZXVn https://t.co/t3eNzM2hsJ",Neutro
"Dois anos depois das Olimpíadas, Boulevard Olímpico começa a dar sinais de deterioração. https://t.co/0ZKZTvlLGh https://t.co/ZwXP0Zq9rp",Neutro
Destroços que seriam do avião pilotado por pai de deputado são achados no litoral de Santa Catarina. https://t.co/FSKuAdSYDf https://t.co/8DGg8TznOz,Neutro
Imagens de orixás são quebradas em terreiro de candomblé de Niterói. https://t.co/qTT9coUD4H https://t.co/NUVd3SoTLL,Neutro
"STJ mantém com Moro inquérito sobre R$ 2,5 mi da Odebrecht a Beto Richa https://t.co/dKfAAPnFRB",Neutro
Eleições 2018: nossa cobertura terá conteúdo exclusivo e dinâmico. https://t.co/wHiaqotHpP https://t.co/EpgU2ktIN7,Neutro
"Avião de pequeno porte cai na Zona Norte de São Paulo. Segundo o Corpo de Bombeiros, a aeronave transportava sete passageiros. https://t.co/L4JxLChxlo https://t.co/edtXKN6yu4",Neutro
Cirurgias plásticas foram quarta queixa nas ações de indenização por erro médico impetradas no Rio. https://t.co/VlI3WWg4Pr https://t.co/OVtBXCk3g3,Neutro
Aeronave de pequeno porte cai no Campo de Marte https://t.co/glzDGponOr,Neutro
Quiz: Você lembra como era a telefonia há 20 anos? https://t.co/7oxPHNDKSM https://t.co/VPQWHR12yv,Neutro
".@laurojardim: Ex-delegado da PF, citado como torturador, quer entrar na ABL. https://t.co/xSULg0QewI https://t.co/SQEgF1XBll",Neutro
"Após nova goleada, Vitória demite o técnico Vagner Mancini https://t.co/tRjvbpn9gx",Neutro
"Único gay assumido entre as 5 principais ligas de esporte dos EUA, jogador conta por que decidiu se declarar publicamente e comenta repercussão. https://t.co/nP6t5icAjS https://t.co/wMbWOzoB9W",Neutro
"Sem alianças, Ciro provoca: 'Manuela seria uma boa vice'. https://t.co/q294ThovLP https://t.co/VI9jJEhFus",Neutro
https://t.co/fJGYroWTZs,Neutro
‘O tempo não para’ mostra família do século XIX que ‘desperta’ em 2018. https://t.co/ytMg7xhRBQ https://t.co/Eq7zkoI2ff,Neutro
Do 'tijolão' ao smartphone: a evolução dos celulares nos últimos 20 anos. https://t.co/8xmFPAxiFi https://t.co/uASY9iq9o6,Neutro
'Efeito fallout' tem maior abertura da franquia 'Missão: impossível'. https://t.co/QCYkdtZQPy https://t.co/EZBQSVHbr7,Neutro
Zimbábue: da inflação de 230.000.000% à ‘venda de dinheiro’. https://t.co/MFDQD9JYBW https://t.co/gwm0MNaUQ5,Neutro
"Incêndio atinge um dos pavilhões do Riocentro, na Zona Oeste do Rio. https://t.co/kQMRYKt0hV https://t.co/vjCP9IRf76",Neutro
"Neymar em novo comercial: ""Eu caí. Mas só quem cai pode se levantar"" https://t.co/oTRD7mH1fD https://t.co/Wje4cQbQQH",Neutro
Flip: Público de várias ‘quebradas’ garantiu diversidade nas ruas. https://t.co/MzgnswjrAB https://t.co/XgZyFHSCZU,Neutro
Confira um raio-X da telefonia durante as duas últimas décadas no Brasil. https://t.co/m9KpSO8mtz https://t.co/BzWKEPCpJ3,Neutro
Wall Street aluga imóveis residenciais com aranhas e até esgoto. https://t.co/a9KEyT5HRU https://t.co/tVJ76qY6IZ,Neutro
De novo? Muralha volta a falhar em partida no Japão. Veja vídeo: https://t.co/rhAgbof6DH https://t.co/VfE7z0RzY7,Neutro
"Carrasco do Vasco, Romero ocupa três cadeiras em voo: um para cada gol. https://t.co/FJO0QPvY5I https://t.co/4uk6rbnbeT",Neutro
"Único gay assumido entre as 5 principais ligas de esporte dos EUA, jogador conta por que decidiu se declarar publicamente e comenta repercussão. https://t.co/nP6t5icAjS https://t.co/pXHOzN8k7O",Neutro
Quiz: Você lembra como era a telefonia há 20 anos? https://t.co/7oxPHNDKSM https://t.co/la2vbcLmdw,Neutro
Giovanna Ewbank conta como a maternidade transformou sua vida: 'Vivia numa bolha'. https://t.co/n7vjL4a2cZ https://t.co/PR07exMpd6,Neutro
Tempo muda no Rio a partir de hoje: frente fria traz chuva e ventos fortes. https://t.co/Om3hCJQOVN https://t.co/rXdETxH8LW,Neutro
Imagens de orixás são quebradas em terreiro de candomblé de Niterói. https://t.co/qTT9coD2d9 https://t.co/lRTcXdO6u7,Neutro
"Dois anos depois das Olimpíadas, Boulevard Olímpico começa a dar sinais de deterioração. https://t.co/0ZKZTv4ahH https://t.co/7QryXFF6oy",Neutro
"Bom dia, pessoal! Esta é a versão impressa da capa do #JornalOGlobo desta segunda-feira, dia 30 de julho de 2018. Para mais notícias, acesse: https://t.co/6QeHHAyTfp! Uma ótima semana a todos! 😉 https://t.co/ToYIyTxAAn",Neutro
"Metade dos britânicos quer novo referendo sobre Brexit, indica pesquisa https://t.co/HVnUAPi30V",Neutro
Médica que perfurou intestino de paciente diz que foi um acidente. https://t.co/eRXdEnhLTH https://t.co/cgGxYJWc2t,Neutro
Primeiras delações da Lava-Jato condenaram só uma autoridade. https://t.co/iEvfVrhtJP https://t.co/2Gt7aCDRhk,Neutro
"O ‘mea-culpa’ (publicitário) de Neymar: ‘Eu não caí, desmoronei’ https://t.co/bLlfTEJk65",Neutro
"Messi já tem um sucessor, brinca diário espanhol sobre Romero. https://t.co/fmCLfLhNt6 https://t.co/4g3eBXSZoT",Neutro
.@laurojardim: Ex-secretário de Obras de Paes deixa a prisão. https://t.co/SmAghI4m3S https://t.co/YnuRX8nmiN,Neutro
"‘Inflação do aluguel’ avança 0,51% em julho, diz FGV https://t.co/M5WpvNXau6",Neutro
Nem orelhão mais usado do Rio em 2017 escapa de baixa procura. https://t.co/iMMNMhVpAN https://t.co/j1ifBlgqef,Neutro
"No interior, usuário enfrenta fila de até oito meses para ter internet a rádio. https://t.co/4WpsrHgddQ https://t.co/ONILrqCBTq",Neutro
".@PatriciaKogut: Lembra dele? Filho de Félix em 'Amor à vida', Thalles Cabral investe na carreira de músico. https://t.co/Wi0NIHsD8v https://t.co/EozLzD3kVl",Neutro
Empresa chinesa devolve milhões de euros após título mundial da França https://t.co/4kDiGDp7EP,Neutro
"Para 59% dos professores, estados não se preocupam com aprendizagem https://t.co/s1eIlufkif",Neutro
Opinião: Neymar erra feio com a autocrítica de aluguel. https://t.co/9sTChg5sAi https://t.co/uin6qKUOj2,Neutro
"Mercado financeiro mantém projeção do PIB em 1,50% para 2018 https://t.co/tze8fFlUoG",Neutro
"Vídeo: nas horas vagas, Messi distribui dribles… em seu cachorro https://t.co/rXXdLSGytL",Neutro
"Arboleda, do São Paulo, sofre acidente de carro, mas passa bem https://t.co/JViFbAN3Gr",Neutro
".@PatriciaKogut: Em 'Segundo Sol', Rosa descobrirá que Ícaro é o pai de seu filho. https://t.co/38YiJEfrGS https://t.co/yWEFssgVeH",Neutro
Queda de balão causa incêndio em pavilhão do Riocentro https://t.co/v1bdf37feP,Neutro
Preço médio da gasolina e do álcool caem no final de julho https://t.co/e18zcZt2uP,Neutro
"Neymar se declara para Marquezine com faixa em avião: ‘Te amo, preta’ https://t.co/CKnANgbrFc",Neutro
"Trump considera falar sobre interferência russa, diz advogado https://t.co/FJN5rolsVK",Neutro
Urso polar é morto após atacar guia turístico na Noruega. https://t.co/jX4gDhdkEv https://t.co/szHyLWoNif,Neutro
Identificada mãe que deu à luz ao morrer em acidente https://t.co/RLoRxL2JG1,Neutro
Anitta grava participação em filme com Paulo Gustavo https://t.co/pNW2HjZd6E,Neutro
Amigos fazem show para ajudar no tratamento de Bebeto. https://t.co/sv5DVqMMlI https://t.co/ueYu2gdV2e,Neutro
McDonald’s vai deixar de entregar canudos de plástico aos clientes https://t.co/VH3cw78hw8,Neutro
Falsa médica acusada de morte após procedimento estético é presa na Baixada. https://t.co/PCM1C27Mkt https://t.co/64iG6GsXvW,Neutro
Políticos não pagam IR nem contribuem para a Previdência? #FAKE. https://t.co/rjfB1yewrA,Neutro
Estreia da terceira temporada de ‘Stranger Things’ é adiada https://t.co/Vwbmeq0Kse,Neutro
Mais de 500 alpinistas ficam bloqueados em montanha da Indonésia. https://t.co/0MRdanBVSE https://t.co/vVMZ6JOfA9,Neutro
"Ídolo da música evangélica e alvo de represálias por ter ajudado um centro de candomblé, o pastor Kleber Lucas fala a #VEJA. Leia Mais: https://t.co/1bcQP7hgdx #VEJAEssa #Amarelas #ConteúdoExclusivo https://t.co/Jb8d02ZlV5",Neutro
Modelo curve Bruna Erhardt diz que não se pesa há três anos: 'É muito libertador'. https://t.co/CLKRg3cVMJ https://t.co/2UxmBlEUWP,Neutro
"Conheça o Pyramids, de Keno e Rodriguinho, o novo rico do futebol https://t.co/As6dIO0S25",Neutro
Vídeo mostra pessoas descalças preparando açaí em sacos plásticos? #FAKE. https://t.co/pY5iwSf9ry https://t.co/BGNXxbTbp1,Neutro
Novo ‘Missão: Impossível’ bate recorde de Tom Cruise no Brasil https://t.co/o3lYTKjUgz,Neutro
"Opinião: Neymar fala, mas agora, sim, deveria ter ficado quieto https://t.co/tPwxV3lQii",Neutro
Zimbábue: eleitores formam longas filas para votar no país. https://t.co/Mx2vHAqAPf https://t.co/Actb3O1XPI,Neutro
Campeã olímpica Vibeke Skofterud morre em acidente de jet ski https://t.co/7FjDEmO93v,Neutro
Zimbábue tem primeiras eleições após a queda de Mugabe https://t.co/TZ5DONh9yw,Neutro
Amigos defendem brasileiro morto na Espanha: 'Não era de gangues'. https://t.co/WJIKL4c8Ip https://t.co/cJCwngUwzO,Neutro
